prompt_id,prompt,ref_image
MS24,Vintage black and white school picture of young boys and girls.,COCO/COCO_val2014_000000359039.jpg
MS25,A bronze statue holding an umbrella in a square,COCO/COCO_val2014_000000195561.jpg
MS26,Fuzzy picture of people walking and a boy on a skateboard.,COCO/COCO_val2014_000000015778.jpg
MS27,A backless bench in a open grassy area of a park.,COCO/COCO_val2014_000000342380.jpg
MS28,A city street with a blue and white informational sign set in a flower garden.,COCO/COCO_val2014_000000478868.jpg
MS29,An old tv appliance holding a smartphone on top of it.,COCO/COCO_val2014_000000490624.jpg
MS30,A snowboarder is doing a trick while in the air.,COCO/COCO_val2014_000000549754.jpg
MS31,A bathroom sink with a marble counter top under a large mirror.,COCO/COCO_val2014_000000302760.jpg
MS32,A half eaten dessert and half empty cup.,COCO/COCO_val2014_000000558642.jpg
MS33,Girl laying down in the street with others look on and a horse drawn carriage parked at the curb.,COCO/COCO_val2014_000000552273.jpg
MS34,A black dog that is laying on the floor.,COCO/COCO_val2014_000000514915.jpg
MS35,A train crossing a bridge that has graffiti underneath it.,COCO/COCO_val2014_000000284552.jpg
MS36,a pizza sitting in front of a pizza box,COCO/COCO_val2014_000000553248.jpg
MS37,A person in a wetsuit jumping a wave on a surfboard.,COCO/COCO_val2014_000000006417.jpg
MS38,man at the seashore in wetsuit with surfboard,COCO/COCO_val2014_000000240287.jpg
MS39,Two woman and a boy in the kitchen with the fridge open.,COCO/COCO_val2014_000000092738.jpg
MS40,A couple of chairs and a large bed in a room.,COCO/COCO_val2014_000000213008.jpg
MS41,a young man wearing blue shorts catching a Frisbee in a grassy area,COCO/COCO_val2014_000000447124.jpg
MS42,A very blurry image of two small children in motion.,COCO/COCO_val2014_000000565239.jpg
MS43,Several baskets are full of tangerines off the tree.,COCO/COCO_val2014_000000526486.jpg
MS44,A young boy in a red shirt looking at a cell phone,COCO/COCO_val2014_000000423919.jpg
MS45,A man taking a picture of his reflection in a mirror.,COCO/COCO_val2014_000000384808.jpg
MS46,Several green leaves grouped together as a plant. ,COCO/COCO_val2014_000000410934.jpg
MS47,A woman holding up a large pink frosted doughnut.,COCO/COCO_val2014_000000406182.jpg
MS48,Two guys plays an outdoor game with each other.,COCO/COCO_val2014_000000424642.jpg
MS49,A person sitting on a bench with a phone near a train.,COCO/COCO_val2014_000000160726.jpg
MS50,A black surface with a pizza covered in cheese and olives.,COCO/COCO_val2014_000000330531.jpg
MS51,Two soldiers kick a ball with several young men. ,COCO/COCO_val2014_000000498940.jpg
MS52,A clock tower sits in front of a building in the mountains.,COCO/COCO_val2014_000000477435.jpg
MS53,A plate of food and a bowl of soup.,COCO/COCO_val2014_000000351319.jpg
MS54,Two chairs and a small side table made out of ski pieces sit in front of some brush in front of a building,COCO/COCO_val2014_000000233430.jpg
MS55,Many birds are inside of a wire cage.,COCO/COCO_val2014_000000555843.jpg
MS56,A man with a mustache eating a doughnut,COCO/COCO_val2014_000000099260.jpg
MS57,A black and white fire hydrant stands on a brick sidewalk.,COCO/COCO_val2014_000000385042.jpg
MS58,Two fashion mannequins dressed in garments on a runway.,COCO/COCO_val2014_000000423944.jpg
MS59,A boy sitting in a bed holding a book.,COCO/COCO_val2014_000000076034.jpg
MS60,A cat has raised its ears and is staring ahead.,COCO/COCO_val2014_000000231022.jpg
MS61,A desk with a laptop and a desktop computer on it.,COCO/COCO_val2014_000000548423.jpg
MS62,there is white fridge that is open ,COCO/COCO_val2014_000000390627.jpg
MS63,Looking up at a bell tower over an outdoor clock,COCO/COCO_val2014_000000137678.jpg
MS64,Two people playing with an interactive gaming unit.,COCO/COCO_val2014_000000110449.jpg
MS65,A pair of scissors are sitting on top of a newspaper.,COCO/COCO_val2014_000000421069.jpg
MS66,A lady walking in the street near a red fire hydrant.,COCO/COCO_val2014_000000487698.jpg
MS67,A women and a man standing up looking the same direction . ,COCO/COCO_val2014_000000077473.jpg
MS68,A zebra standing in the middle of a forest.,COCO/COCO_val2014_000000557114.jpg
MS69,A young man ridding a small wave on a surfboard.,COCO/COCO_val2014_000000393056.jpg
MS70,Two brown cows sitting inside a fence staring out.,COCO/COCO_val2014_000000124636.jpg
MS71,A group of people gathered around a table.,COCO/COCO_val2014_000000370285.jpg
MS72,a kitchen with a small refrigerator and a microwave oven,COCO/COCO_val2014_000000036082.jpg
MS73,An old propeller war plane flying in the sky.,COCO/COCO_val2014_000000120592.jpg
MS74,A young man sitting on the windowsill of a store front talking on his phone.,COCO/COCO_val2014_000000172315.jpg
MS75,Dog snoozing by a bike on the edge of a cobblestone street,COCO/COCO_val2014_000000000074.jpg
MS76,a couple of bowls of food on a table,COCO/COCO_val2014_000000278988.jpg
MS77,A clock outside in front of some buildings.,COCO/COCO_val2014_000000533537.jpg
MS78,A woman holding a child on a skateboard.,COCO/COCO_val2014_000000303926.jpg
MS79,"Here is an image of an outside city with a clock.
",COCO/COCO_val2014_000000161308.jpg
MS80,A room where all of the furniture is white except for a red chair.,COCO/COCO_val2014_000000162156.jpg
MS81,A wedding cake sitting on a table with flowers,COCO/COCO_val2014_000000453040.jpg
MS82,A train moving on the tracks through a bridge over the road. ,COCO/COCO_val2014_000000002640.jpg
MS83,A beautiful woman riding skis down a snow covered hill.,COCO/COCO_val2014_000000221864.jpg
MS84,Two large maps laying on top of a table together. ,COCO/COCO_val2014_000000457400.jpg
MS85,"Avocado, Carrot, Turkey, and an Orange sitting on a white plate.",COCO/COCO_val2014_000000240323.jpg
MS86,there are many different types of food gathered on the table,COCO/COCO_val2014_000000273711.jpg
MS87,The propeller of the airplane is spinning quickly.,COCO/COCO_val2014_000000036528.jpg
MS88,Skateboarder performing trick on rock slab in skate park.,COCO/COCO_val2014_000000120964.jpg
MS89,Well decorated bathroom area with ultra modern features.,COCO/COCO_val2014_000000215709.jpg
MS90,two white polar bears are playing in the snow,COCO/COCO_val2014_000000201318.jpg
MS91,A girl in a red dress and hat is holding her phone.,COCO/COCO_val2014_000000532732.jpg
MS92,There is a woman riding on top of the elephant.,COCO/COCO_val2014_000000193669.jpg
MS93,A small bed with lots of bottles underneath,COCO/COCO_val2014_000000463842.jpg
MS94,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON,COCO/COCO_val2014_000000180487.jpg
MS95,Two slices of cake sitting on top of a white plate.,COCO/COCO_val2014_000000520787.jpg
MS96,a big dog running towards a white frisbee,COCO/COCO_val2014_000000119120.jpg
MS97,The flat screen television is being watched by a woman who is cupping her mouth.,COCO/COCO_val2014_000000453065.jpg
MS98,A PERSON LAYING ON A BED WITH THIGH HIGHS AND HEELS,COCO/COCO_val2014_000000061960.jpg
MS99,There are a lot black birds that are flying in the sky ,COCO/COCO_val2014_000000267710.jpg
MS100,A picture of a tall building with a clock on it.,COCO/COCO_val2014_000000169700.jpg
MS101,A man and a woman overlook two boys using laptops.,COCO/COCO_val2014_000000298197.jpg
MS102,A snow boarder up in the air doing tricks by a bridge,COCO/COCO_val2014_000000412621.jpg
MS103,Two boats floating in the water with a lot of fog.,COCO/COCO_val2014_000000209102.jpg
MS104,A train coming down the tracks out in the open ,COCO/COCO_val2014_000000047588.jpg
MS105,A large white airplane parked next to some water.,COCO/COCO_val2014_000000162939.jpg
MS106,A sandwich cut in half and wrapped in foil paper. ,COCO/COCO_val2014_000000492785.jpg
MS107,A giraffe standing on grass near a wood fence.,COCO/COCO_val2014_000000548174.jpg
MS108,A bug sitting on the side of a laptop computer.,COCO/COCO_val2014_000000132317.jpg
MS109,A man carrying a plastic crate of apples.,COCO/COCO_val2014_000000206859.jpg
MS110,Large black street light in front of a setting sun.,COCO/COCO_val2014_000000430473.jpg
MS111,A close up of a ceramic bowl that has been painted.,COCO/COCO_val2014_000000166142.jpg
MS112,A street light in front of a colorful train on a bridge.,COCO/COCO_val2014_000000478286.jpg
MS113,A red container filled with lots of different foods.,COCO/COCO_val2014_000000512793.jpg
MS114,A floral arrangement sits in a window with the sun coming through.,COCO/COCO_val2014_000000133485.jpg
MS115,The view of the beautiful snow capped mountaintop was partially obscured by the plane's wing.,COCO/COCO_val2014_000000032766.jpg
MS116,Two adult zebras are watching a young zebra.,COCO/COCO_val2014_000000050322.jpg
MS117,A plate of two different types of pizza slices on a table,COCO/COCO_val2014_000000125242.jpg
MS118,Indoor pole with a clock on it sitting in the middle of the floor,COCO/COCO_val2014_000000417696.jpg
MS119,"A keyboard, a remote control, and two circuit boards with wires, all on top of a map.",COCO/COCO_val2014_000000405440.jpg
MS120,An Apple laptop sitting on a wooden desk.,COCO/COCO_val2014_000000133629.jpg
MS121,A large two level bus near a tall structure.,COCO/COCO_val2014_000000411201.jpg
MS122,A peerson standing on the end of a trolley.,COCO/COCO_val2014_000000408818.jpg
MS123,A monkey sitting on the ground with a bannana,COCO/COCO_val2014_000000045387.jpg
MS124,A girl in a soccer uniform playing a soccer game.,COCO/COCO_val2014_000000029524.jpg
MS125,some people are snowboarding outside on a slope,COCO/COCO_val2014_000000060125.jpg
MS126,A man in holds a Frisbee in the parking lot by the river.,COCO/COCO_val2014_000000102805.jpg
MS127,a laptop sitting on a desk in a small office,COCO/COCO_val2014_000000158222.jpg
MS128,Two hot dogs with cheese on a plate on a table. ,COCO/COCO_val2014_000000211115.jpg
MS129,A fluffy white dog stands next to a planter in the back yard. ,COCO/COCO_val2014_000000108761.jpg
MS130,A melted looking lay pot sitting on top of a spindle.,COCO/COCO_val2014_000000308952.jpg
MS131,A nice bathroom has a sink on glass.,COCO/COCO_val2014_000000391656.jpg
MS132,A dog driving a yellow big rig truck next to a man.,COCO/COCO_val2014_000000126110.jpg
MS133,a man with a racket leaps in the air to hit a ball ,COCO/COCO_val2014_000000247808.jpg
MS134,Three cows stand in a field behind a barbed wire fence.,COCO/COCO_val2014_000000041635.jpg
MS135,This is a bathroom with a tile floor. ,COCO/COCO_val2014_000000142337.jpg
MS136,A slice of strawberry meringue pie with a knife and fork in Sweden,COCO/COCO_val2014_000000434513.jpg
MS137,Some people are snowboarding down a hill of snow. ,COCO/COCO_val2014_000000211370.jpg
MS138,Littleboy been playing with a Nintendo Wii and amused,COCO/COCO_val2014_000000369404.jpg
MS139,A man riding a bike down a street with an umbrella.,COCO/COCO_val2014_000000407225.jpg
MS140,Zebra looking for sparse grass within heavy bush cover.,COCO/COCO_val2014_000000045535.jpg
MS141,The motorbike travels the dirt road with a beautiful view.,COCO/COCO_val2014_000000254571.jpg
MS142,this is two people playing a video game,COCO/COCO_val2014_000000452966.jpg
MS143,An airplane is taking off at an airport.,COCO/COCO_val2014_000000172851.jpg
MS144,A BASKET OF FOOD SITTING ON A WOOD TABLE,COCO/COCO_val2014_000000188616.jpg
MS145,"A table is full of desserts including cakes, pies, and cupcakes.",COCO/COCO_val2014_000000114184.jpg
MS146,Two people holding snowboards are standing in the snow.,COCO/COCO_val2014_000000151965.jpg
MS147,A number of chairs brightly covered in a room with blue-green walls.,COCO/COCO_val2014_000000103710.jpg
MS148,A view of a mirror above a chefs kitchen table,COCO/COCO_val2014_000000410350.jpg
MS149,A person lying down and reading a book.,COCO/COCO_val2014_000000571450.jpg
MS150,A black and white dog laying his head on a sofa,COCO/COCO_val2014_000000279994.jpg
MS151,The giraffe is sitting and watching the taller one.,COCO/COCO_val2014_000000178796.jpg
MS152,The man is sitting with a plate full of food at the restaurant.,COCO/COCO_val2014_000000468161.jpg
MS153,A mother and her four children dressed up.,COCO/COCO_val2014_000000230175.jpg
MS154,A young man and woman getting ready to kiss.,COCO/COCO_val2014_000000098872.jpg
MS155,A commuter train on train tracks at a stop.,COCO/COCO_val2014_000000472569.jpg
MS156,there is a very large assortment of different vegetables,COCO/COCO_val2014_000000500110.jpg
MS157,Three people in black shirts playing with a white frisbee.,COCO/COCO_val2014_000000482800.jpg
MS158,A beautiful blonde girl holding a Nintendo Wii controller next to a man .,COCO/COCO_val2014_000000262738.jpg
MS159,A surfer rides a bright yellow surfboard in the waves.,COCO/COCO_val2014_000000376347.jpg
MS160,A kid wearing black and white is on the ledge of a skateboard ramp on his skateboard.,COCO/COCO_val2014_000000329932.jpg
MS161,A herd of zebra standing on a field.,COCO/COCO_val2014_000000409181.jpg
MS162,A dog standing on a green field in front of a herd of grazing sheep.,COCO/COCO_val2014_000000384007.jpg
MS163,Various white colored birds all perched together next to a body of water.,COCO/COCO_val2014_000000294875.jpg
MS164,Three men all three of them are wearing business suits.,COCO/COCO_val2014_000000172922.jpg
MS165,A man who is sitting on top of a dirt bike.,COCO/COCO_val2014_000000250939.jpg
MS166,A large long train on a steel track.,COCO/COCO_val2014_000000258136.jpg
MS167,"A sign that says ""30 mph"" and a green sign that says ""city of Amsterdam.""",COCO/COCO_val2014_000000567077.jpg
MS168,A calico cat lays on the ground in front of a person wearing brown sandals.,COCO/COCO_val2014_000000501382.jpg
MS169,A teddy bear is dressed in a hat and coat.,COCO/COCO_val2014_000000509468.jpg
MS170,A slice of pepperoni pizza on a white plate.,COCO/COCO_val2014_000000020485.jpg
MS171,A long row of metal toilets in a public restroom.,COCO/COCO_val2014_000000372894.jpg
MS172,A cat stretched out in a suitcase with his eyes close. ,COCO/COCO_val2014_000000450247.jpg
MS173,A train coming on the track in a train station ,COCO/COCO_val2014_000000515022.jpg
MS174,Three dogs playing and interacting inside a fenced enclosure.,COCO/COCO_val2014_000000500507.jpg
MS175,A woman is walking down the street with an umbrella in tow.,COCO/COCO_val2014_000000402774.jpg
MS176,A train sits on the tracks at the train station.,COCO/COCO_val2014_000000058737.jpg
MS177,"A steam engine strain is decorated to look like a character from ""Thomas the Train"" books. ",COCO/COCO_val2014_000000403862.jpg
MS178,A woman is balancing a Frisbee on her head.,COCO/COCO_val2014_000000433279.jpg
MS179,Two pieces of luggage are sitting on the floor.,COCO/COCO_val2014_000000057091.jpg
MS180,Four people on skies going down a ski slope.,COCO/COCO_val2014_000000263355.jpg
MS181,A girl in orange sweater using spoon in bowl.,COCO/COCO_val2014_000000530061.jpg
MS182,A player can be seen trying to slide into home plate.,COCO/COCO_val2014_000000505516.jpg
MS183,A steeple with a clock showing 1:11 and top of a brown building with spires against a white sky.,COCO/COCO_val2014_000000206550.jpg
MS184,Small white dog standing on its back legs watching a television.,COCO/COCO_val2014_000000561903.jpg
MS185,A train driving down the tracks next to a platform.,COCO/COCO_val2014_000000020381.jpg
MS186,A YOUNG MAN PLAYING TENNIS ON A PURPLE COURT.,COCO/COCO_val2014_000000137241.jpg
MS187,A street light in front of a building.,COCO/COCO_val2014_000000071850.jpg
MS188,A grey tabby cat sitting on top of a CD player next to a TV monitor.,COCO/COCO_val2014_000000099645.jpg
MS189,A plate contains a pizza with many toppings.,COCO/COCO_val2014_000000160703.jpg
MS190,"Elephant crossing road in front of SUV vehicle,",COCO/COCO_val2014_000000555472.jpg
MS191,An orange and black train with train cars passing trees.,COCO/COCO_val2014_000000396568.jpg
MS192,There is a woman standing on a city street.,COCO/COCO_val2014_000000224724.jpg
MS193,Two men in orange vests are next to a train.,COCO/COCO_val2014_000000511999.jpg
MS194,A crowded room filled with people using laptop computers.,COCO/COCO_val2014_000000466818.jpg
MS195,"A view of a room with a couch, television, and a fireplace. ",COCO/COCO_val2014_000000540962.jpg
MS196,A clock stands on the sidewalk while a police car turns the intersection in front of an old looking building.,COCO/COCO_val2014_000000009274.jpg
MS197,A picture of the photographer sitting on the toilet ,COCO/COCO_val2014_000000314177.jpg
MS198,A man and woman sitting on a couch playing a video game.,COCO/COCO_val2014_000000036936.jpg
MS199,A couple of geese are out to pasture .,COCO/COCO_val2014_000000326995.jpg
MS200,Jubilant skier holding up skies in winter resort area.,COCO/COCO_val2014_000000194704.jpg
MS201,Crosstown bus driver at curb waiting for his passengers.,COCO/COCO_val2014_000000203865.jpg
MS202,A very old and rusty passenger train parked out in the country.,COCO/COCO_val2014_000000500335.jpg
MS203,A church with a clock is sitting between buildings. ,COCO/COCO_val2014_000000025252.jpg
MS204,A pair of remote controlled planes flying through the air.,COCO/COCO_val2014_000000457687.jpg
MS205,A chef preparing sushi in a kitchen area,COCO/COCO_val2014_000000091353.jpg
MS206,The car has two different shades on green on it ,COCO/COCO_val2014_000000296012.jpg
MS207,a street sign with buildings in the background,COCO/COCO_val2014_000000015440.jpg
MS208,This is a modern living room with great natural lighting.,COCO/COCO_val2014_000000489264.jpg
MS209,A clock tower sculpture on roundabout next to a building.,COCO/COCO_val2014_000000234366.jpg
MS210,A female tennis player with a bare bottom,COCO/COCO_val2014_000000467599.jpg
MS211,people exiting a train and people entering a train,COCO/COCO_val2014_000000471642.jpg
MS212,Flying a kite in a park in front of a memorial,COCO/COCO_val2014_000000508418.jpg
MS213,A hotel room with a large bed and a tv,COCO/COCO_val2014_000000303867.jpg
MS214,A man placing baked goods into an oven.,COCO/COCO_val2014_000000564332.jpg
MS215,A few cows grazing in an open field.,COCO/COCO_val2014_000000157559.jpg
MS216,A brown horse being jumped over a fence rail in a competition.,COCO/COCO_val2014_000000479078.jpg
MS217,A female tennis player stands at the far end of the court. ,COCO/COCO_val2014_000000123849.jpg
MS218,a horse head mask on a table near a bottle ,COCO/COCO_val2014_000000335690.jpg
MS219,People sitting on the side of a street next to suitcases.,COCO/COCO_val2014_000000209835.jpg
MS220,A little girl eating a piece of cake. ,COCO/COCO_val2014_000000533976.jpg
MS221,A man stands in a field playing with a yellow kite.,COCO/COCO_val2014_000000384101.jpg
MS222,a dog standing next to a woman with its mouth open,COCO/COCO_val2014_000000091612.jpg
MS223,an Asian woman smiles as she received pizza,COCO/COCO_val2014_000000212853.jpg
MS224,A toilet seat sits in front of a tree.,COCO/COCO_val2014_000000089761.jpg
MS225,A man leaning on a railing talking on a phone with an attached tiny umbrella.,COCO/COCO_val2014_000000430259.jpg
MS226,That looks like a herd of moose in the snow.,COCO/COCO_val2014_000000247838.jpg
MS227,Motorcycle racer leaning low coming out of a turn.,COCO/COCO_val2014_000000143582.jpg
MS228,A plane flying in the sky above some very thick clouds.,COCO/COCO_val2014_000000345329.jpg
MS229,Two people on a motorcycle stopped next to a car.,COCO/COCO_val2014_000000044801.jpg
MS230,Two laptops next to each other with monitors turned on.  ,COCO/COCO_val2014_000000183364.jpg
MS231,A group of people standing inside of a moving tram.,COCO/COCO_val2014_000000572462.jpg
MS232,A man standing in the waves holding a surfboard.,COCO/COCO_val2014_000000313762.jpg
MS233,A white bus is pulled up to a sidewalk.,COCO/COCO_val2014_000000187144.jpg
MS234,A group of women playing a game of soccer on field.,COCO/COCO_val2014_000000057597.jpg
MS235,there is a male snowboarder coming down the hill,COCO/COCO_val2014_000000042661.jpg
MS236,A tennis player is approaching front court for a game.,COCO/COCO_val2014_000000046101.jpg
MS237,"A child reading a book, while a cat rests next to her.",COCO/COCO_val2014_000000216944.jpg
MS238,A high end bathroom with a shower stall,COCO/COCO_val2014_000000439907.jpg
MS239,Some ripe bananas are in a brown wicker basket.,COCO/COCO_val2014_000000362189.jpg
MS240,A black cat sleeps on an old couch.,COCO/COCO_val2014_000000241279.jpg
MS241,A cat watching the mice on the T.V. screen.,COCO/COCO_val2014_000000330500.jpg
MS242,a man riding a small motorcycle with a blue box on a public street,COCO/COCO_val2014_000000235000.jpg
MS243,The floor and wall of the bathroom are coming apart.,COCO/COCO_val2014_000000182175.jpg
MS244,Several people standing in the grass playing frisbee.,COCO/COCO_val2014_000000189378.jpg
MS245,Two jockeys on horses racing on the track.,COCO/COCO_val2014_000000322511.jpg
MS246,A big tower clock showing the time at three twenty-seven.,COCO/COCO_val2014_000000415225.jpg
MS247,A bathroom has a black shower curtain and mirror.,COCO/COCO_val2014_000000047603.jpg
MS248,The person is cutting the crust off of a sandwich. ,COCO/COCO_val2014_000000549112.jpg
MS249,A helicopter flying through a light blue sky.,COCO/COCO_val2014_000000285068.jpg
MS250,The animals and their jockeys are beside the steps.,COCO/COCO_val2014_000000272311.jpg
MS251,a kitchen with refridgerator sitting on top of a tiled floor,COCO/COCO_val2014_000000361660.jpg
MS252,A fighter jet gaining altitude in a cloudy sky.,COCO/COCO_val2014_000000392481.jpg
MS253,A dog inside by a double hinged wooden door.,COCO/COCO_val2014_000000016730.jpg
MS254,The apartment is cleaned and organized by the tenants.,COCO/COCO_val2014_000000373111.jpg
MS255,A bunch of guys at a very big table with some laptops.,COCO/COCO_val2014_000000245295.jpg
MS256,a zebra laying in the dirt looking at his leg,COCO/COCO_val2014_000000146541.jpg
MS257,a train that has been painted on ,COCO/COCO_val2014_000000371638.jpg
MS258,a man sitting on the end of  a bed in front of a small TV.,COCO/COCO_val2014_000000030707.jpg
MS259,A man an woman are sitting under an umbrella on a park bench.,COCO/COCO_val2014_000000493321.jpg
MS260,Two skateboarders riding their boards on a sidewalk.,COCO/COCO_val2014_000000577826.jpg
MS261,A young girl standing on top of a lush green field.,COCO/COCO_val2014_000000441511.jpg
MS262,A digital camera beside an umbrella type photography lighting equipment,COCO/COCO_val2014_000000540280.jpg
MS263,One zebra resting its head on the back of another.,COCO/COCO_val2014_000000454750.jpg
MS264,A man working on a motorcycle on an elevated platform,COCO/COCO_val2014_000000304217.jpg
MS265,A picture of a red bus waiting for passengers.,COCO/COCO_val2014_000000391187.jpg
MS266,A man that is standing on a mound of dirt.,COCO/COCO_val2014_000000497838.jpg
MS267,Black and white photograph of a train on tracks.,COCO/COCO_val2014_000000308785.jpg
MS268,a person on a snow board laying in some snow ,COCO/COCO_val2014_000000263647.jpg
MS269,Two people playing a tennis match at night.,COCO/COCO_val2014_000000327532.jpg
MS270,An Asian man riding a motor scooter on a street,COCO/COCO_val2014_000000464153.jpg
MS271,People walk across a sandy beach filled with chairs and umbrellas.,COCO/COCO_val2014_000000017272.jpg
MS272,A woman is poured a glass of wine.,COCO/COCO_val2014_000000198826.jpg
MS273,This is an image of a person surfing.,COCO/COCO_val2014_000000181805.jpg
MS274,A train going down the tracks on a nice day .,COCO/COCO_val2014_000000411215.jpg
MS275,A couple of horses standing in a lush green field.,COCO/COCO_val2014_000000134034.jpg
MS276,Four small trays with a donut and other edible treats. ,COCO/COCO_val2014_000000025955.jpg
MS277,A clock below tall buildings in a large city.,COCO/COCO_val2014_000000438535.jpg
MS278,A cow is standing away from another group of cows.,COCO/COCO_val2014_000000134594.jpg
MS279,A picnic table sitting under a tree on the top of a hill.,COCO/COCO_val2014_000000571531.jpg
MS280,Several styles of vases with floral arrangements on small wooden table.,COCO/COCO_val2014_000000125371.jpg
MS281,A tablet sitting on top of a computer desk.,COCO/COCO_val2014_000000158498.jpg
MS282,"Train engine passing an outside station platform, in California.",COCO/COCO_val2014_000000235242.jpg
MS283,a couple of cats that are inside of a car,COCO/COCO_val2014_000000514668.jpg
MS284,A guy on a surfboard paddles out to sea on a sunny day.,COCO/COCO_val2014_000000544334.jpg
MS285,An orange truck with some people in back,COCO/COCO_val2014_000000382530.jpg
MS286,A man stands at the base with a bat.,COCO/COCO_val2014_000000174594.jpg
MS287,"Something has caught the attention of the man and the woman, and they turn to the left.",COCO/COCO_val2014_000000077473.jpg
MS288,there are two men standing on the beach with surf boards,COCO/COCO_val2014_000000147132.jpg
MS289,A herd of sheep grazing in a harvested corn field,COCO/COCO_val2014_000000434060.jpg
MS290,A red bicycle leaned against a red stucco building with a graffiti covered door. ,COCO/COCO_val2014_000000203317.jpg
MS291,A group of people sitting and standing around a pot of food.,COCO/COCO_val2014_000000067537.jpg
MS292,A man sitting on a couch with a plate of food. ,COCO/COCO_val2014_000000325102.jpg
MS293,The kids is doing arts and crafts with each other.,COCO/COCO_val2014_000000039152.jpg
MS294,Four giraffes around a pond with two of them rubbing against a tree.,COCO/COCO_val2014_000000355860.jpg
MS295,People at banquet tables watching a monitor in the front of the room.,COCO/COCO_val2014_000000472253.jpg
MS296,a close up of a police car at the scene of an accident,COCO/COCO_val2014_000000434990.jpg
MS297,Group of people sitting in a room with a railing in the middle,COCO/COCO_val2014_000000053802.jpg
MS298,A man standing over his dog on a beach while holding a surfboard next to the ocean.,COCO/COCO_val2014_000000043850.jpg
MS299,There is a giraffe bending over to chew some brush,COCO/COCO_val2014_000000055072.jpg
MS300,A baseball player hits a hard fly ball.,COCO/COCO_val2014_000000363831.jpg
MS301,A red fire hydrant located beside a river of water.,COCO/COCO_val2014_000000167422.jpg
MS302,A man walking down a street holding an umbrella.,COCO/COCO_val2014_000000184703.jpg
MS303,Player preparing to hit ball with catcher and umpire looking on.,COCO/COCO_val2014_000000180336.jpg
MS304,A tiny gray and white dog sits in a rustic wooden chair.,COCO/COCO_val2014_000000461156.jpg
MS305,A dog hanging out of a side window on a car.,COCO/COCO_val2014_000000406932.jpg
MS306,A man sits on a chair and plays video games.,COCO/COCO_val2014_000000455937.jpg
MS307,Man assembling what appears to be a kite in his home,COCO/COCO_val2014_000000304853.jpg
MS308,A pan full of different kinds of vegetables,COCO/COCO_val2014_000000528516.jpg
MS309,A middle aged man standing next to a parked motorcycle,COCO/COCO_val2014_000000471858.jpg
MS310,A person drying a paper mache ball with a blow dryer.,COCO/COCO_val2014_000000024402.jpg
MS311,Blender mixing food together on kitchen counter of tile,COCO/COCO_val2014_000000320706.jpg
MS312,"Colorful collection of fruits and vegetables with some type of ""baby"" decorations",COCO/COCO_val2014_000000307263.jpg
MS313,Two giraffes standing near a pole with a city in the background.,COCO/COCO_val2014_000000300179.jpg
MS314,A bus carrying passengers driving down the street.,COCO/COCO_val2014_000000217825.jpg
MS315,A street sign displaying that vehicles will be towed.,COCO/COCO_val2014_000000502910.jpg
MS316,Picture of a microwave mounted under kitchen cabinets,COCO/COCO_val2014_000000468277.jpg
MS317,A picture of a train station with luggage on a trolley.,COCO/COCO_val2014_000000458079.jpg
MS318,a girl with a captain america shirt holding onto a teddy bear. ,COCO/COCO_val2014_000000431954.jpg
